rep,id,eta_p0,eta_alpha,eta_tau
1,1,0.000000,-0.215130,0.229708
2,1,0.000000,-0.232692,0.239942
3,1,0.000000,-0.190864,0.331624
4,1,0.000000,-0.171210,0.097326
5,1,0.000000,-0.171210,0.097326
6,1,0.000000,-0.180361,0.131128
7,1,0.000000,-0.221952,0.131128
8,1,0.000000,-0.208633,0.131128
9,1,0.000000,-0.159201,0.131128
10,1,0.000000,-0.183392,0.268061
1,2,0.000000,0.153900,2.744746
2,2,0.000000,0.153900,2.744746
3,2,0.000000,0.153900,2.796574
4,2,0.000000,0.153900,2.796574
5,2,0.000000,0.153900,2.796574
6,2,0.000000,0.159940,2.691767
7,2,0.000000,0.159940,2.691767
8,2,0.000000,0.137771,2.691767
9,2,0.000000,0.165817,2.598177
10,2,0.000000,0.165817,2.598177
1,3,0.000000,-0.446417,1.630625
2,3,0.000000,-0.470688,1.739301
3,3,0.000000,-0.535192,1.739301
4,3,0.000000,-0.555565,0.875179
5,3,0.000000,-0.555565,1.148327
6,3,0.000000,-0.548428,0.992613
7,3,0.000000,-0.548428,1.246139
8,3,0.000000,-0.544146,1.235990
9,3,0.000000,-0.544146,1.235990
10,3,0.000000,-0.577219,1.068456
1,4,0.000000,0.195617,-7.953428
2,4,0.000000,0.225044,-8.011730
3,4,0.000000,0.225044,-8.011730
4,4,0.000000,0.225044,-8.011730
5,4,0.000000,0.233989,-8.011730
6,4,0.000000,0.233989,-8.002700
7,4,0.000000,0.233989,-8.002700
8,4,0.000000,0.233989,-8.002700
9,4,0.000000,0.237389,-8.002700
10,4,0.000000,0.226538,-7.868771
1,5,0.000000,-0.200000,5.017784
2,5,0.000000,-0.200000,5.017784
3,5,0.000000,-0.206825,4.649586
4,5,0.000000,-0.240377,4.678882
5,5,0.000000,-0.233131,4.727013
6,5,0.000000,-0.176047,5.001459
7,5,0.000000,-0.176047,5.001459
8,5,0.000000,-0.213537,4.835235
9,5,0.000000,-0.242309,4.600621
10,5,0.000000,-0.242309,4.600621
1,6,0.000000,0.608928,-10.435283
2,6,0.000000,0.608928,-10.435283
3,6,0.000000,0.608928,-10.236706
4,6,0.000000,0.608928,-10.236706
5,6,0.000000,0.590540,-10.428217
6,6,0.000000,0.590540,-10.401679
7,6,0.000000,0.546139,-10.952172
8,6,0.000000,0.567478,-10.523703
9,6,0.000000,0.567478,-10.523703
10,6,0.000000,0.576569,-10.474449
1,7,0.000000,0.115424,-7.554263
2,7,0.000000,0.115424,-7.595736
3,7,0.000000,0.115424,-7.595736
4,7,0.000000,0.135977,-7.545143
5,7,0.000000,0.135977,-7.395691
6,7,0.000000,0.063182,-7.807155
7,7,0.000000,0.048886,-8.033565
8,7,0.000000,0.048886,-8.127464
9,7,0.000000,0.053586,-8.046780
10,7,0.000000,0.074440,-8.088614
1,8,0.000000,0.062889,-12.440253
2,8,0.000000,0.118871,-12.440253
3,8,0.000000,0.116895,-12.441367
4,8,0.000000,0.116678,-12.611019
5,8,0.000000,0.116678,-12.300610
6,8,0.000000,0.116630,-12.018300
7,8,0.000000,0.116630,-12.147601
8,8,0.000000,0.116630,-12.147601
9,8,0.000000,0.113614,-12.408631
10,8,0.000000,0.106237,-12.217916
1,9,0.000000,0.223490,-6.715793
2,9,0.000000,0.223490,-6.715793
3,9,0.000000,0.230084,-6.715793
4,9,0.000000,0.230084,-6.715793
5,9,0.000000,0.229551,-6.696906
6,9,0.000000,0.229551,-6.696906
7,9,0.000000,0.229551,-6.696906
8,9,0.000000,0.220813,-7.005189
9,9,0.000000,0.219588,-6.982289
10,9,0.000000,0.219588,-6.982289
1,10,0.000000,-0.641480,4.590601
2,10,0.000000,-0.576310,4.697810
3,10,0.000000,-0.594979,4.504922
4,10,0.000000,-0.594979,4.504922
5,10,0.000000,-0.592549,4.461845
6,10,0.000000,-0.592549,4.455882
7,10,0.000000,-0.621330,4.562154
8,10,0.000000,-0.644208,4.050413
9,10,0.000000,-0.652202,4.241734
10,10,0.000000,-0.632228,4.468286
1,11,0.000000,0.842465,-4.923946
2,11,0.000000,0.806073,-4.923946
3,11,0.000000,0.806073,-4.923946
4,11,0.000000,0.813497,-4.708603
5,11,0.000000,0.725164,-4.633743
6,11,0.000000,0.791367,-4.676649
7,11,0.000000,0.761398,-4.685328
8,11,0.000000,0.786604,-4.802274
9,11,0.000000,0.786604,-4.980525
10,11,0.000000,0.807137,-4.980525
1,12,0.000000,0.015270,4.521170
2,12,0.000000,0.015270,4.534639
3,12,0.000000,0.015270,4.534639
4,12,0.000000,0.033199,4.595788
5,12,0.000000,0.033199,4.535906
6,12,0.000000,0.033199,4.535906
7,12,0.000000,-0.006927,4.535906
8,12,0.000000,-0.026554,4.535906
9,12,0.000000,0.027736,4.535906
10,12,0.000000,-0.012684,4.344301
1,13,0.000000,0.451297,0.052075
2,13,0.000000,0.453323,0.052075
3,13,0.000000,0.453323,0.052075
4,13,0.000000,0.453323,0.052075
5,13,0.000000,0.453323,0.052075
6,13,0.000000,0.453323,0.052075
7,13,0.000000,0.436052,0.052075
8,13,0.000000,0.429768,0.038184
9,13,0.000000,0.429768,0.038184
10,13,0.000000,0.450073,0.078841
1,14,0.000000,0.773153,-1.987363
2,14,0.000000,0.773153,-1.987363
3,14,0.000000,0.756986,-1.987363
4,14,0.000000,0.772235,-1.854355
