          ; parameter;  s.e._lin;r.s.e._lin;pvalues_lin
  Tlag_pop;   0.33626;   0.03817;     11.35;        NaN
    ka_pop;   1.84221;   0.92788;     50.37;        NaN
     V_pop; 235.07940;  34.57962;     14.71;        NaN
    Cl_pop;  39.44222;   4.08794;     10.36;        NaN
omega_Tlag;   0.00000;   0.00000;      0.00;        NaN
  omega_ka;   1.43537;   0.31014;     21.61;        NaN
   omega_V;   0.39115;   0.12688;     32.44;        NaN
  omega_Cl;   0.32480;   0.07384;     22.74;        NaN
         a;   0.34672;   0.02717;      7.84;        NaN
