id,eta_p0_SAEM,eta_alpha_SAEM,eta_tau_SAEM,eta_p0_mean,eta_alpha_mean,eta_tau_mean,eta_p0_sd,eta_alpha_sd,eta_tau_sd
1,0.000000,-0.228644,0.093775,0.000000,-0.211388,0.142623,0.000000,0.032219,0.187366
2,0.000000,0.205604,2.841027,0.000000,0.203818,2.825677,0.000000,0.028672,0.168573
3,0.000000,-0.506608,1.624174,0.000000,-0.531736,1.568759,0.000000,0.040785,0.236794
4,0.000000,0.232620,-8.147182,0.000000,0.239265,-8.090717,0.000000,0.036927,0.237226
5,0.000000,-0.189101,4.864810,0.000000,-0.197366,4.847106,0.000000,0.029498,0.194118
6,0.000000,0.655470,-10.388908,0.000000,0.687064,-10.144711,0.000000,0.055255,0.411507
7,0.000000,0.085492,-8.081958,0.000000,0.087144,-8.054818,0.000000,0.018535,0.133961
8,0.000000,0.099754,-12.528396,0.000000,0.094464,-12.522068,0.000000,0.026355,0.196312
9,0.000000,0.201250,-7.096557,0.000000,0.196077,-7.129569,0.000000,0.027330,0.140281
10,0.000000,-0.637173,4.675086,0.000000,-0.631287,4.723688,0.000000,0.041384,0.237548
11,0.000000,0.811339,-5.224432,0.000000,0.813915,-5.243663,0.000000,0.050563,0.144553
12,0.000000,0.016904,4.387352,0.000000,0.012958,4.390407,0.000000,0.037391,0.186441
13,0.000000,0.439785,-0.243441,0.000000,0.444186,-0.222066,0.000000,0.019115,0.103826
14,0.000000,0.774394,-2.338694,0.000000,0.778295,-2.284433,0.000000,0.024167,0.131935
15,0.000000,0.305981,10.579845,0.000000,0.312057,10.596488,0.000000,0.051768,0.138540
16,0.000000,-0.041717,-12.439559,0.000000,-0.036165,-12.361204,0.000000,0.024685,0.217397
17,0.000000,0.269048,0.782622,0.000000,0.280178,0.820048,0.000000,0.021454,0.125493
18,0.000000,-0.007546,-13.409585,0.000000,-0.004147,-13.373753,0.000000,0.022440,0.201123
19,0.000000,0.071302,5.153223,0.000000,0.050384,5.030446,0.000000,0.021957,0.171422
20,0.000000,0.000217,-6.707935,0.000000,-0.010496,-6.816415,0.000000,0.025936,0.263927
21,0.000000,0.079397,-4.648681,0.000000,0.088107,-4.598462,0.000000,0.028900,0.219890
22,0.000000,-0.930931,5.609368,0.000000,-0.941072,5.540662,0.000000,0.091848,0.516496
23,0.000000,-0.278683,-2.724642,0.000000,-0.278927,-2.726248,0.000000,0.035022,0.341351
24,0.000000,-1.201281,4.931837,0.000000,-1.195101,4.896366,0.000000,0.062312,0.516860
25,0.000000,-0.239207,3.363665,0.000000,-0.230745,3.372296,0.000000,0.061438,0.229994
26,0.000000,0.574154,4.767467,0.000000,0.613631,4.703876,0.000000,0.083782,0.186044
27,0.000000,-0.301215,-3.095702,0.000000,-0.302527,-3.108870,0.000000,0.024781,0.257527
28,0.000000,0.262057,1.114477,0.000000,0.268290,1.194082,0.000000,0.023282,0.201024
29,0.000000,0.623827,7.974625,0.000000,0.622175,7.969284,0.000000,0.025009,0.085245
30,0.000000,-0.419773,-4.112757,0.000000,-0.427060,-4.165763,0.000000,0.024840,0.322244
31,0.000000,0.506884,-6.159222,0.000000,0.512081,-6.104368,0.000000,0.027905,0.108515
32,0.000000,0.379156,1.803098,0.000000,0.370120,1.801370,0.000000,0.026754,0.144782
33,0.000000,-0.261982,1.706565,0.000000,-0.242678,1.658662,0.000000,0.077392,0.255392
34,0.000000,0.143137,-4.230615,0.000000,0.148686,-4.218444,0.000000,0.018862,0.114663
35,0.000000,0.139004,2.510089,0.000000,0.129092,2.537442,0.000000,0.039553,0.101731
36,0.000000,-0.043222,-3.034592,0.000000,-0.041400,-3.077014,0.000000,0.028511,0.188956
37,0.000000,-0.351431,-7.975468,0.000000,-0.369430,-8.140683,0.000000,0.028404,0.299400
38,0.000000,0.635498,-3.013713,0.000000,0.615946,-3.204118,0.000000,0.035256,0.347319
39,0.000000,-0.070680,1.310800,0.000000,-0.070272,1.307719,0.000000,0.024150,0.234938
40,0.000000,0.606501,-5.321539,0.000000,0.601471,-5.329562,0.000000,0.023874,0.079236
41,0.000000,-0.316317,-1.913963,0.000000,-0.332877,-1.975213,0.000000,0.035690,0.210879
42,0.000000,0.915651,-0.642920,0.000000,0.920610,-0.598869,0.000000,0.024500,0.087590
43,0.000000,0.447819,1.001467,0.000000,0.462936,1.096036,0.000000,0.034964,0.158139
44,0.000000,0.108820,-10.854584,0.000000,0.117968,-10.755715,0.000000,0.035817,0.311319
45,0.000000,0.486134,0.697059,0.000000,0.473860,0.668383,0.000000,0.038742,0.187063
46,0.000000,0.155823,-3.407403,0.000000,0.169054,-3.278602,0.000000,0.017680,0.143744
47,0.000000,0.430357,0.625635,0.000000,0.434494,0.649513,0.000000,0.018513,0.098513
48,0.000000,-0.330916,3.350444,0.000000,-0.338441,3.318655,0.000000,0.021590,0.186488
49,0.000000,0.394934,4.474846,0.000000,0.428094,4.537613,0.000000,0.094463,0.156811
50,0.000000,0.578370,1.107288,0.000000,0.575742,1.132596,0.000000,0.020242,0.141786
51,0.000000,0.094763,-2.481270,0.000000,0.100631,-2.428066,0.000000,0.023130,0.158834
52,0.000000,0.416377,-3.893482,0.000000,0.412158,-3.908071,0.000000,0.016850,0.102941
53,0.000000,0.324936,-4.475616,0.000000,0.369386,-4.146040,0.000000,0.116358,0.973099
54,0.000000,-0.050428,2.661678,0.000000,-0.057498,2.612263,0.000000,0.029513,0.243890
55,0.000000,0.645238,-6.605943,0.000000,0.643562,-6.607605,0.000000,0.021968,0.094651
56,0.000000,0.508410,1.346087,0.000000,0.504377,1.332050,0.000000,0.034910,0.344142
57,0.000000,0.063662,-0.057335,0.000000,0.057992,-0.082324,0.000000,0.026979,0.179783
58,0.000000,-0.528903,-10.369621,0.000000,-0.520215,-10.225402,0.000000,0.023116,0.281540
59,0.000000,0.130101,6.871692,0.000000,0.138320,6.897065,0.000000,0.028610,0.203778
60,0.000000,0.659996,2.033669,0.000000,0.655472,2.056315,0.000000,0.030518,0.165136
61,0.000000,0.542764,-6.409669,0.000000,0.574655,-6.309535,0.000000,0.026583,0.070825
62,0.000000,0.813019,11.752865,0.000000,0.822994,11.800673,0.000000,0.030495,0.107288
63,0.000000,-0.620100,-6.902845,0.000000,-0.621918,-6.907601,0.000000,0.024563,0.386785
64,0.000000,0.056798,1.553687,0.000000,0.049324,1.555348,0.000000,0.023074,0.164698
65,0.000000,0.052508,8.552270,0.000000,0.053615,8.603056,0.000000,0.023210,0.134615
66,0.000000,0.582470,1.050149,0.000000,0.593594,1.155086,0.000000,0.025752,0.183678
67,0.000000,-0.097695,16.450234,0.000000,-0.073771,16.319790,0.000000,0.201372,2.160299
68,0.000000,-0.450117,3.856898,0.000000,-0.451109,3.820761,0.000000,0.036411,0.363138
69,0.000000,-0.221973,5.178640,0.000000,-0.218704,5.213405,0.000000,0.040594,0.294673
70,0.000000,-0.531248,3.933658,0.000000,-0.538232,3.947531,0.000000,0.030582,0.244735
71,0.000000,-0.874296,4.329367,0.000000,-0.876868,4.387961,0.000000,0.061286,0.308092
