rep,id,eta_p0,eta_alpha,eta_tau
1,1,0.000000,-0.239131,-0.112827
2,1,0.000000,-0.190951,0.037101
3,1,0.000000,-0.190966,0.346998
4,1,0.000000,-0.261535,-0.234537
5,1,0.000000,-0.217309,-0.080217
6,1,0.000000,-0.247978,-0.080217
7,1,0.000000,-0.205917,0.058630
8,1,0.000000,-0.244953,-0.055630
9,1,0.000000,-0.207193,-0.190675
10,1,0.000000,-0.209302,0.126443
1,2,0.000000,0.185628,2.681915
2,2,0.000000,0.182161,2.764029
3,2,0.000000,0.182161,2.764029
4,2,0.000000,0.182161,2.764029
5,2,0.000000,0.182161,2.764029
6,2,0.000000,0.184546,2.764029
7,2,0.000000,0.208879,3.003966
8,2,0.000000,0.208879,3.003966
9,2,0.000000,0.197982,2.694710
10,2,0.000000,0.197982,2.817762
1,3,0.000000,-0.575375,1.508750
2,3,0.000000,-0.575375,1.459450
3,3,0.000000,-0.530097,1.459450
4,3,0.000000,-0.509755,1.459450
5,3,0.000000,-0.619565,1.459450
6,3,0.000000,-0.597377,1.421276
7,3,0.000000,-0.508240,1.570265
8,3,0.000000,-0.531270,1.570265
9,3,0.000000,-0.556567,1.363154
10,3,0.000000,-0.529802,1.414484
1,4,0.000000,0.221056,-8.218678
2,4,0.000000,0.221056,-8.218678
3,4,0.000000,0.218308,-8.209763
4,4,0.000000,0.245571,-8.139640
5,4,0.000000,0.261944,-7.796333
6,4,0.000000,0.261944,-7.796333
7,4,0.000000,0.305077,-7.796333
8,4,0.000000,0.280495,-7.947133
9,4,0.000000,0.268562,-7.908438
10,4,0.000000,0.268562,-7.908438
1,5,0.000000,-0.158817,5.117063
2,5,0.000000,-0.201332,5.058381
3,5,0.000000,-0.214458,4.954188
4,5,0.000000,-0.156669,4.954188
5,5,0.000000,-0.164042,5.146827
6,5,0.000000,-0.152225,5.019961
7,5,0.000000,-0.154815,5.019961
8,5,0.000000,-0.172273,5.130090
9,5,0.000000,-0.162517,4.843835
10,5,0.000000,-0.176674,4.972899
1,6,0.000000,0.647080,-10.361034
2,6,0.000000,0.673224,-10.404372
3,6,0.000000,0.673224,-10.404372
4,6,0.000000,0.627444,-10.683301
5,6,0.000000,0.610973,-10.646428
6,6,0.000000,0.610973,-10.612323
7,6,0.000000,0.627544,-10.749860
8,6,0.000000,0.627544,-10.749860
9,6,0.000000,0.627544,-10.749860
10,6,0.000000,0.644752,-10.720765
1,7,0.000000,0.047748,-8.231161
2,7,0.000000,0.047748,-8.231161
3,7,0.000000,0.047748,-8.284776
4,7,0.000000,0.047748,-8.284776
5,7,0.000000,0.087977,-8.284776
6,7,0.000000,0.079243,-8.124305
7,7,0.000000,0.086115,-8.132535
8,7,0.000000,0.073994,-8.252516
9,7,0.000000,0.085695,-8.081555
10,7,0.000000,0.085695,-8.081555
1,8,0.000000,0.080423,-12.705023
2,8,0.000000,0.109149,-12.638397
3,8,0.000000,0.126011,-12.672379
4,8,0.000000,0.068465,-12.419331
5,8,0.000000,0.100899,-12.346072
6,8,0.000000,0.100899,-12.346072
7,8,0.000000,0.102828,-12.404234
